Date,Depth_to_Groundwater_P24,Depth_to_Groundwater_P25
14/05/2020,-25.06,-24.68
15/05/2020,-25.05,-24.73
16/05/2020,-25.02,-24.72
17/05/2020,-24.9,-24.66
18/05/2020,-24.99,-24.68
19/05/2020,-24.93,-24.65
20/05/2020,-24.77,-24.58
21/05/2020,-25.04,-24.72
22/05/2020,-24.82,-24.68
23/05/2020,-25.1,-24.77
24/05/2020,-25.12,-24.78
25/05/2020,-25.18,-24.8
26/05/2020,-25.25,-24.86
27/05/2020,-25.28,-24.89
28/05/2020,-25.26,-24.86
29/05/2020,-24.77,-24.66
30/05/2020,-24.87,-24.6
31/05/2020,-24.9,-24.66
01/06/2020,-25.01,-24.7
02/06/2020,-24.98,-24.69
03/06/2020,-25.05,-24.71
04/06/2020,-24.92,-24.61
05/06/2020,-24.91,-24.58
06/06/2020,-25.01,-24.67
07/06/2020,-24.83,-24.61
08/06/2020,-24.93,-24.62
09/06/2020,-25.12,-24.71
10/06/2020,-24.94,-24.67
11/06/2020,-25.28,-24.76
12/06/2020,-25.22,-24.81
13/06/2020,-25.2,-24.79
14/06/2020,-24.99,-24.71
16/06/2020,-25.33,-24.77
17/06/2020,-25.04,-24.73
18/06/2020,-24.99,-24.72
19/06/2020,-25.19,-24.74
20/06/2020,-25.41,-24.8
21/06/2020,-25.36,-24.82
22/06/2020,-25.34,-24.83
23/06/2020,-25.42,-24.88
24/06/2020,-25.67,-24.97
25/06/2020,-25.75,-25.07
26/06/2020,-25.68,-25.07
27/06/2020,-25.8,-25.11
28/06/2020,-25.8,-25.19
29/06/2020,-25.78,-25.18
30/06/2020,-25.91,-25.25
